# Generated from xorgproto keysym headers by scripts/generate-keysyms.
# The bundled table keeps runtime conversion and validation independent of development headers.
0	30
XF86Audio	-
XF86AudioBassBoost	-
XF86AudioChannelMode	-
XF86AudioCycleTrack	-
XF86AudioDesc	-
XF86AudioForward	-
XF86AudioLowerVolume	-
XF86AudioMedia	-
XF86AudioMicMute	-
XF86AudioMute	-
XF86AudioNext	-
XF86AudioPause	-
XF86AudioPlay	-
XF86AudioPreset	-
XF86AudioPrev	-
XF86AudioRaiseVolume	-
XF86AudioRandomPlay	-
XF86AudioRecord	-
XF86AudioRepeat	-
XF86AudioRewind	-
XF86AudioStop	-
XF86AutopilotEngageToggle	-
XF86Away	-
XF86Back	-
XF86BackForward	-
XF86Battery	-
XF86Blue	-
XF86Bluetooth	-
XF86Book	-
XF86Break	-
XF86BrightnessAdjust	-
XF86BrightnessAuto	-
XF86BrightnessMax	-
XF86BrightnessMin	-
XF86Buttonconfig	-
XF86CD	-
XF86Calculater	-
XF86Calculator	-
XF86Calendar	-
XF86CameraAccessDisable	-
XF86CameraAccessEnable	-
XF86CameraAccessToggle	-
XF86CameraDown	-
XF86CameraFocus	-
XF86CameraLeft	-
XF86CameraRight	-
XF86CameraUp	-
XF86CameraZoomIn	-
XF86CameraZoomOut	-
XF86ChannelDown	-
XF86ChannelUp	-
XF86Clear	-
XF86ClearGrab	-
XF86ClearvuSonar	-
XF86Close	-
XF86Community	-
XF86ContextMenu	-
XF86ContrastAdjust	-
XF86ControlPanel	-
XF86Copy	-
XF86Cut	-
XF86CycleAngle	-
XF86DOS	-
XF86DVD	-
XF86Data	-
XF86Database	-
XF86Dictate	-
XF86Display	-
XF86DisplayOff	-
XF86DisplayToggle	-
XF86DoNotDisturb	-
XF86Documents	-
XF86DualRangeRadar	-
XF86Editor	-
XF86Eject	-
XF86EmojiPicker	-
XF86Excel	-
XF86Exit	-
XF86Explorer	-
XF86FastReverse	-
XF86Favorites	-
XF86Finance	-
XF86FishingChart	-
XF86Fn	-
XF86FnRightShift	-
XF86Fn_1	-
XF86Fn_2	-
XF86Fn_B	-
XF86Fn_D	-
XF86Fn_E	-
XF86Fn_Esc	-
XF86Fn_F	-
XF86Fn_F1	-
XF86Fn_F10	-
XF86Fn_F11	-
XF86Fn_F12	-
XF86Fn_F2	-
XF86Fn_F3	-
XF86Fn_F4	-
XF86Fn_F5	-
XF86Fn_F6	-
XF86Fn_F7	-
XF86Fn_F8	-
XF86Fn_F9	-
XF86Fn_S	-
XF86Forward	-
XF86FrameBack	-
XF86FrameForward	-
XF86FullScreen	-
XF86Game	-
XF86Go	-
XF86GoTo	-
XF86GraphicsEditor	-
XF86Green	-
XF86HangupPhone	-
XF86Hibernate	-
XF86History	-
XF86HomePage	-
XF86HotLinks	-
XF86Images	-
XF86Info	-
XF86Journal	-
XF86KbdBrightnessDown	-
XF86KbdBrightnessUp	-
XF86KbdInputAssistAccept	-
XF86KbdInputAssistCancel	-
XF86KbdInputAssistNext	-
XF86KbdInputAssistNextgroup	-
XF86KbdInputAssistPrev	-
XF86KbdInputAssistPrevgroup	-
XF86KbdLcdMenu1	-
XF86KbdLcdMenu2	-
XF86KbdLcdMenu3	-
XF86KbdLcdMenu4	-
XF86KbdLcdMenu5	-
XF86KbdLightOnOff	-
XF86Keyboard	-
XF86Launch0	-
XF86Launch1	-
XF86Launch2	-
XF86Launch3	-
XF86Launch4	-
XF86Launch5	-
XF86Launch6	-
XF86Launch7	-
XF86Launch8	-
XF86Launch9	-
XF86LaunchA	-
XF86LaunchB	-
XF86LaunchC	-
XF86LaunchD	-
XF86LaunchE	-
XF86LaunchF	-
XF86LeftDown	-
XF86LeftUp	-
XF86LightBulb	-
XF86LightsToggle	-
XF86LinkPhone	-
XF86LogGrabInfo	-
XF86LogOff	-
XF86LogWindowTree	-
XF86Macro1	-
XF86Macro10	-
XF86Macro11	-
XF86Macro12	-
XF86Macro13	-
XF86Macro14	-
XF86Macro15	-
XF86Macro16	-
XF86Macro17	-
XF86Macro18	-
XF86Macro19	-
XF86Macro2	-
XF86Macro20	-
XF86Macro21	-
XF86Macro22	-
XF86Macro23	-
XF86Macro24	-
XF86Macro25	-
XF86Macro26	-
XF86Macro27	-
XF86Macro28	-
XF86Macro29	-
XF86Macro3	-
XF86Macro30	-
XF86Macro4	-
XF86Macro5	-
XF86Macro6	-
XF86Macro7	-
XF86Macro8	-
XF86Macro9	-
XF86MacroPreset1	-
XF86MacroPreset2	-
XF86MacroPreset3	-
XF86MacroPresetCycle	-
XF86MacroRecordStart	-
XF86MacroRecordStop	-
XF86Mail	-
XF86MailForward	-
XF86MarkWaypoint	-
XF86Market	-
XF86MediaLanguageMenu	-
XF86MediaPlayPause	-
XF86MediaPlaySlow	-
XF86MediaPlayer	-
XF86MediaRepeat	-
XF86MediaSelectAuxiliary	-
XF86MediaSelectCD	-
XF86MediaSelectCable	-
XF86MediaSelectDVD	-
XF86MediaSelectHome	-
XF86MediaSelectPC	-
XF86MediaSelectProgramGuide	-
XF86MediaSelectRadio	-
XF86MediaSelectSatellite	-
XF86MediaSelectTV	-
XF86MediaSelectTape	-
XF86MediaSelectTeletext	-
XF86MediaSelectTuner	-
XF86MediaSelectVCR	-
XF86MediaSelectVCRPlus	-
XF86MediaTitleMenu	-
XF86MediaTopMenu	-
XF86Meeting	-
XF86Memo	-
XF86MenuKB	-
XF86MenuPB	-
XF86Messenger	-
XF86ModeLock	-
XF86MonBrightnessAuto	-
XF86MonBrightnessCycle	-
XF86MonBrightnessDown	-
XF86MonBrightnessUp	-
XF86Music	-
XF86MyComputer	-
XF86MySites	-
XF86NavChart	-
XF86NavInfo	-
XF86New	-
XF86News	-
XF86NextElement	-
XF86NextFavorite	-
XF86Next_VMode	-
XF86NotificationCenter	-
XF86NumberEntryMode	-
XF86Numeric0	30
XF86Numeric1	31
XF86Numeric11	-
XF86Numeric12	-
XF86Numeric2	32
XF86Numeric3	33
XF86Numeric4	34
XF86Numeric5	35
XF86Numeric6	36
XF86Numeric7	37
XF86Numeric8	38
XF86Numeric9	39
XF86NumericA	-
XF86NumericB	-
XF86NumericC	-
XF86NumericD	-
XF86NumericPound	23
XF86NumericStar	2a
XF86OK	-
XF86OfficeHome	-
XF86OnScreenKeyboard	-
XF86Open	-
XF86OpenURL	-
XF86Option	-
XF86Paste	-
XF86PauseRecord	-
XF86PerformanceMode	-
XF86Phone	-
XF86PickupPhone	-
XF86Pictures	-
XF86PowerDown	-
XF86PowerOff	-
XF86Presentation	-
XF86Prev_VMode	-
XF86PreviousElement	-
XF86PrivacyScreenToggle	-
XF86Q	-
XF86RFKill	-
XF86RadarOverlay	-
XF86Red	-
XF86Refresh	-
XF86RefreshRateToggle	-
XF86Reload	-
XF86Reply	-
XF86RightDown	-
XF86RightUp	-
XF86RockerDown	-
XF86RockerEnter	-
XF86RockerUp	-
XF86RootMenu	-
XF86RotateWindows	-
XF86RotationKB	-
XF86RotationLockToggle	-
XF86RotationPB	-
XF86Save	-
XF86ScreenSaver	-
XF86Screensaver	-
XF86ScrollClick	-
XF86ScrollDown	-
XF86ScrollUp	-
XF86Search	-
XF86Select	-
XF86SelectiveScreenshot	-
XF86Send	-
XF86Shop	-
XF86SidevuSonar	-
XF86SingleRangeRadar	-
XF86Sleep	-
XF86SlowReverse	-
XF86Sos	-
XF86Spell	-
XF86SpellCheck	-
XF86SplitScreen	-
XF86Sport	-
XF86Standby	-
XF86Start	-
XF86Stop	-
XF86StopRecord	-
XF86Subtitle	-
XF86Support	-
XF86Suspend	-
XF86Switch_VT_1	-
XF86Switch_VT_10	-
XF86Switch_VT_11	-
XF86Switch_VT_12	-
XF86Switch_VT_2	-
XF86Switch_VT_3	-
XF86Switch_VT_4	-
XF86Switch_VT_5	-
XF86Switch_VT_6	-
XF86Switch_VT_7	-
XF86Switch_VT_8	-
XF86Switch_VT_9	-
XF86TaskPane	-
XF86Taskmanager	-
XF86Terminal	-
XF86Time	-
XF86ToDoList	-
XF86Tools	-
XF86TopMenu	-
XF86TouchpadOff	-
XF86TouchpadOn	-
XF86TouchpadToggle	-
XF86TraditionalSonar	-
XF86Travel	-
XF86UWB	-
XF86Ungrab	-
XF86Unmute	-
XF86User1KB	-
XF86User2KB	-
XF86UserPB	-
XF86VOD	-
XF86VendorHome	-
XF86VendorLogo	-
XF86Video	-
XF86VideoPhone	-
XF86View	-
XF86VoiceCommand	-
XF86Voicemail	-
XF86WLAN	-
XF86WPSButton	-
XF86WWAN	-
XF86WWW	-
XF86WakeUp	-
XF86WebCam	-
XF86WheelButton	-
XF86Word	-
XF86Xfer	-
XF86Yellow	-
XF86ZoomIn	-
XF86ZoomOut	-
XF86ZoomReset	-
XF86iTouch	-
Xabovedot	1e8a
Y	59
Yacute	dd
Ybelowdot	1ef4
Ycircumflex	176
Ydiaeresis	178
Ygrave	1ef2
Yhook	1ef6
Ytilde	1ef8
Z	5a
Zabovedot	17b
Zacute	179
Zcaron	17d
Zen_Koho	-
Zenkaku	-
Zenkaku_Hankaku	-
Zstroke	1b5
a	61
aacute	e1
abelowdot	1ea1
abovedot	2d9
abreve	103
abreveacute	1eaf
abrevebelowdot	1eb7
abrevegrave	1eb1
abrevehook	1eb3
abrevetilde	1eb5
acircumflex	e2
acircumflexacute	1ea5
acircumflexbelowdot	1ead
acircumflexgrave	1ea7
acircumflexhook	1ea9
acircumflextilde	1eab
acute	b4
adiaeresis	e4
ae	e6
agrave	e0
ahook	1ea3
amacron	101
ampersand	26
aogonek	105
apostrophe	27
approxeq	2248
approximate	223c
aring	e5
asciicircum	5e
asciitilde	7e
asterisk	2a
at	40
atilde	e3
b	62
babovedot	1e03
backslash	5c
ballotcross	2717
bar	7c
because	2235
blank	-
block	-
botintegral	2321
botleftparens	239d
botleftsqbracket	23a3
botleftsummation	-
botrightparens	23a0
botrightsqbracket	23a6
botrightsummation	-
bott	2534
botvertsummationconnector	-
braceleft	7b
braceright	7d
bracketleft	5b
bracketright	5d
braille_blank	2800
braille_dot_1	-
braille_dot_10	-
braille_dot_2	-
braille_dot_3	-
braille_dot_4	-
braille_dot_5	-
braille_dot_6	-
braille_dot_7	-
braille_dot_8	-
braille_dot_9	-
braille_dots_1	2801
braille_dots_12	2803
braille_dots_123	2807
braille_dots_1234	280f
braille_dots_12345	281f
braille_dots_123456	283f
braille_dots_1234567	287f
braille_dots_12345678	28ff
braille_dots_1234568	28bf
braille_dots_123457	285f
braille_dots_1234578	28df
braille_dots_123458	289f
braille_dots_12346	282f
braille_dots_123467	286f
braille_dots_1234678	28ef
braille_dots_123468	28af
braille_dots_12347	284f
braille_dots_123478	28cf
braille_dots_12348	288f
braille_dots_1235	2817
braille_dots_12356	2837
braille_dots_123567	2877
braille_dots_1235678	28f7
braille_dots_123568	28b7
braille_dots_12357	2857
braille_dots_123578	28d7
braille_dots_12358	2897
braille_dots_1236	2827
braille_dots_12367	2867
braille_dots_123678	28e7
braille_dots_12368	28a7
braille_dots_1237	2847
braille_dots_12378	28c7
braille_dots_1238	2887
braille_dots_124	280b
braille_dots_1245	281b
braille_dots_12456	283b
braille_dots_124567	287b
braille_dots_1245678	28fb
braille_dots_124568	28bb
braille_dots_12457	285b
braille_dots_124578	28db
braille_dots_12458	289b
braille_dots_1246	282b
braille_dots_12467	286b
braille_dots_124678	28eb
braille_dots_12468	28ab
braille_dots_1247	284b
braille_dots_12478	28cb
braille_dots_1248	288b
braille_dots_125	2813
braille_dots_1256	2833
braille_dots_12567	2873
braille_dots_125678	28f3
braille_dots_12568	28b3
braille_dots_1257	2853
braille_dots_12578	28d3
braille_dots_1258	2893
braille_dots_126	2823
braille_dots_1267	2863
braille_dots_12678	28e3
braille_dots_1268	28a3
braille_dots_127	2843
braille_dots_1278	28c3
braille_dots_128	2883
braille_dots_13	2805
braille_dots_134	280d
braille_dots_1345	281d
braille_dots_13456	283d
braille_dots_134567	287d
braille_dots_1345678	28fd
braille_dots_134568	28bd
braille_dots_13457	285d
braille_dots_134578	28dd
braille_dots_13458	289d
braille_dots_1346	282d
braille_dots_13467	286d
braille_dots_134678	28ed
braille_dots_13468	28ad
braille_dots_1347	284d
braille_dots_13478	28cd
braille_dots_1348	288d
braille_dots_135	2815
braille_dots_1356	2835
braille_dots_13567	2875
braille_dots_135678	28f5
braille_dots_13568	28b5
braille_dots_1357	2855
braille_dots_13578	28d5
braille_dots_1358	2895
braille_dots_136	2825
braille_dots_1367	2865
braille_dots_13678	28e5
braille_dots_1368	28a5
braille_dots_137	2845
braille_dots_1378	28c5
braille_dots_138	2885
braille_dots_14	2809
braille_dots_145	2819
braille_dots_1456	2839
braille_dots_14567	2879
braille_dots_145678	28f9
braille_dots_14568	28b9
braille_dots_1457	2859
braille_dots_14578	28d9
braille_dots_1458	2899
braille_dots_146	2829
braille_dots_1467	2869
braille_dots_14678	28e9
braille_dots_1468	28a9
braille_dots_147	2849
braille_dots_1478	28c9
braille_dots_148	2889
braille_dots_15	2811
braille_dots_156	2831
braille_dots_1567	2871
braille_dots_15678	28f1
braille_dots_1568	28b1
braille_dots_157	2851
braille_dots_1578	28d1
braille_dots_158	2891
braille_dots_16	2821
braille_dots_167	2861
braille_dots_1678	28e1
braille_dots_168	28a1
braille_dots_17	2841
braille_dots_178	28c1
braille_dots_18	2881
braille_dots_2	2802
braille_dots_23	2806
braille_dots_234	280e
braille_dots_2345	281e
braille_dots_23456	283e
braille_dots_234567	287e
braille_dots_2345678	28fe
braille_dots_234568	28be
braille_dots_23457	285e
braille_dots_234578	28de
braille_dots_23458	289e
braille_dots_2346	282e
braille_dots_23467	286e
braille_dots_234678	28ee
braille_dots_23468	28ae
braille_dots_2347	284e
braille_dots_23478	28ce
braille_dots_2348	288e
braille_dots_235	2816
braille_dots_2356	2836
braille_dots_23567	2876
braille_dots_235678	28f6
braille_dots_23568	28b6
braille_dots_2357	2856
braille_dots_23578	28d6
braille_dots_2358	2896
braille_dots_236	2826
braille_dots_2367	2866
braille_dots_23678	28e6
braille_dots_2368	28a6
braille_dots_237	2846
braille_dots_2378	28c6
braille_dots_238	2886
braille_dots_24	280a
braille_dots_245	281a
braille_dots_2456	283a
braille_dots_24567	287a
braille_dots_245678	28fa
braille_dots_24568	28ba
braille_dots_2457	285a
braille_dots_24578	28da
braille_dots_2458	289a
braille_dots_246	282a
braille_dots_2467	286a
braille_dots_24678	28ea
braille_dots_2468	28aa
braille_dots_247	284a
braille_dots_2478	28ca
braille_dots_248	288a
braille_dots_25	2812
braille_dots_256	2832
braille_dots_2567	2872
braille_dots_25678	28f2
braille_dots_2568	28b2
braille_dots_257	2852
braille_dots_2578	28d2
braille_dots_258	2892
braille_dots_26	2822
braille_dots_267	2862
braille_dots_2678	28e2
braille_dots_268	28a2
braille_dots_27	2842
braille_dots_278	28c2
braille_dots_28	2882
braille_dots_3	2804
braille_dots_34	280c
braille_dots_345	281c
braille_dots_3456	283c
braille_dots_34567	287c
braille_dots_345678	28fc
braille_dots_34568	28bc
braille_dots_3457	285c
braille_dots_34578	28dc
braille_dots_3458	289c
braille_dots_346	282c
braille_dots_3467	286c
braille_dots_34678	28ec
braille_dots_3468	28ac
braille_dots_347	284c
braille_dots_3478	28cc
braille_dots_348	288c
braille_dots_35	2814
braille_dots_356	2834
braille_dots_3567	2874
braille_dots_35678	28f4
braille_dots_3568	28b4
braille_dots_357	2854
braille_dots_3578	28d4
braille_dots_358	2894
braille_dots_36	2824
braille_dots_367	2864
braille_dots_3678	28e4
braille_dots_368	28a4
braille_dots_37	2844
braille_dots_378	28c4
braille_dots_38	2884
braille_dots_4	2808
braille_dots_45	2818
braille_dots_456	2838
braille_dots_4567	2878
braille_dots_45678	28f8
braille_dots_4568	28b8
braille_dots_457	2858
braille_dots_4578	28d8
braille_dots_458	2898
braille_dots_46	2828
braille_dots_467	2868
braille_dots_4678	28e8
braille_dots_468	28a8
braille_dots_47	2848
braille_dots_478	28c8
braille_dots_48	2888
braille_dots_5	2810
braille_dots_56	2830
braille_dots_567	2870
braille_dots_5678	28f0
braille_dots_568	28b0
braille_dots_57	2850
braille_dots_578	28d0
braille_dots_58	2890
braille_dots_6	2820
braille_dots_67	2860
braille_dots_678	28e0
braille_dots_68	28a0
braille_dots_7	2840
braille_dots_78	28c0
braille_dots_8	2880
breve	2d8
brokenbar	a6
c	63
c_h	-
cabovedot	10b
cacute	107
careof	2105
caret	2038
caron	2c7
ccaron	10d
ccedilla	e7
ccircumflex	109
cedilla	b8
cent	a2
ch	-
checkerboard	2592
checkmark	2713
circle	25cb
club	2663
colon	3a
combining_acute	301
combining_belowdot	323
combining_grave	300
combining_hook	309
combining_tilde	303
comma	2c
containsas	220b
copyright	a9
cr	240d
crossinglines	253c
cuberoot	221b
currency	a4
cursor	-
d	64
dabovedot	1e0b
dagger	2020
dcaron	10f
dead_A	-
dead_E	-
dead_I	-
dead_O	-
dead_SCHWA	-
dead_U	-
dead_a	-
dead_abovecomma	-
dead_abovedot	-
dead_abovereversedcomma	-
dead_abovering	-
dead_aboveverticalline	-
dead_acute	-
dead_belowbreve	-
dead_belowcircumflex	-
dead_belowcomma	-
dead_belowdiaeresis	-
dead_belowdot	-
dead_belowmacron	-
dead_belowring	-
dead_belowtilde	-
dead_belowverticalline	-
dead_breve	-
dead_capital_schwa	-
dead_caron	-
dead_cedilla	-
dead_circumflex	-
dead_currency	-
dead_dasia	-
dead_diaeresis	-
dead_doubleacute	-
dead_doublegrave	-
dead_e	-
dead_grave	-
dead_greek	-
dead_hamza	-
dead_hook	-
dead_horn	-
dead_i	-
dead_invertedbreve	-
dead_iota	-
dead_longsolidusoverlay	-
dead_lowline	-
dead_macron	-
dead_o	-
dead_ogonek	-
dead_perispomeni	-
dead_psili	-
dead_schwa	-
dead_semivoiced_sound	-
dead_small_schwa	-
dead_stroke	-
dead_tilde	-
dead_u	-
dead_voiced_sound	-
decimalpoint	2e
degree	b0
diaeresis	a8
diamond	2666
digitspace	2007
dintegral	222c
division	f7
dollar	24
doubbaselinedot	2025
doubleacute	2dd
doubledagger	2021
doublelowquotemark	201e
downarrow	2193
downcaret	2228
downshoe	222a
downstile	230a
downtack	22a4
dstroke	111
e	65
eabovedot	117
eacute	e9
ebelowdot	1eb9
ecaron	11b
ecircumflex	ea
ecircumflexacute	1ebf
ecircumflexbelowdot	1ec7
ecircumflexgrave	1ec1
ecircumflexhook	1ec3
ecircumflextilde	1ec5
ediaeresis	eb
egrave	e8
ehook	1ebb
eightsubscript	2088
eightsuperior	2078
elementof	2208
ellipsis	2026
em3space	2004
em4space	2005
emacron	113
emdash	2014
emfilledcircle	25cf
emfilledrect	25ae
emopencircle	25cb
emopenrectangle	25af
emptyset	2205
emspace	2003
endash	2013
enfilledcircbullet	2022
enfilledsqbullet	25aa
eng	14b
enopencircbullet	25e6
enopensquarebullet	25ab
enspace	2002
eogonek	119
equal	3d
eth	f0
etilde	1ebd
exclam	21
exclamdown	a1
ezh	292
f	66
fabovedot	1e1f
femalesymbol	2640
ff	240c
figdash	2012
filledlefttribullet	25c0
filledrectbullet	25ac
filledrighttribullet	25b6
filledtribulletdown	25bc
filledtribulletup	25b2
fiveeighths	215d
fivesixths	215a
fivesubscript	2085
fivesuperior	2075
fourfifths	2158
foursubscript	2084
foursuperior	2074
fourthroot	221c
function	192
g	67
gabovedot	121
gbreve	11f
gcaron	1e7
gcedilla	123
gcircumflex	11d
grave	60
greater	3e
greaterthanequal	2265
guilder	-
guillemetleft	ab
guillemetright	bb
guillemotleft	ab
guillemotright	bb
h	68
hairspace	200a
hcircumflex	125
heart	2665
hebrew_aleph	5d0
hebrew_ayin	5e2
hebrew_bet	5d1
hebrew_beth	5d1
hebrew_chet	5d7
hebrew_dalet	5d3
hebrew_daleth	5d3
hebrew_doublelowline	2017
hebrew_finalkaph	5da
hebrew_finalmem	5dd
hebrew_finalnun	5df
hebrew_finalpe	5e3
hebrew_finalzade	5e5
hebrew_finalzadi	5e5
hebrew_gimel	5d2
hebrew_gimmel	5d2
hebrew_he	5d4
hebrew_het	5d7
hebrew_kaph	5db
hebrew_kuf	5e7
hebrew_lamed	5dc
hebrew_mem	5de
hebrew_nun	5e0
hebrew_pe	5e4
hebrew_qoph	5e7
hebrew_resh	5e8
hebrew_samech	5e1
hebrew_samekh	5e1
hebrew_shin	5e9
hebrew_taf	5ea
hebrew_taw	5ea
hebrew_tet	5d8
hebrew_teth	5d8
hebrew_waw	5d5
hebrew_yod	5d9
hebrew_zade	5e6
hebrew_zadi	5e6
hebrew_zain	5d6
hebrew_zayin	5d6
hexagram	-
horizconnector	2500
horizlinescan1	23ba
horizlinescan3	23bb
horizlinescan5	2500
horizlinescan7	23bc
horizlinescan9	23bd
hpBackTab	-
hpClearLine	-
hpDeleteChar	-
hpDeleteLine	-
hpIO	-
hpInsertChar	-
hpInsertLine	-
hpKP_BackTab	-
hpModelock1	-
hpModelock2	-
hpReset	-
hpSystem	-
hpUser	-
hpYdiaeresis	-
hpblock	-
hpguilder	-
hplira	-
hplongminus	-
hpmute_acute	-
hpmute_asciicircum	-
hpmute_asciitilde	-
hpmute_diaeresis	-
hpmute_grave	-
hstroke	127
ht	2409
hyphen	ad
i	69
iacute	ed
ibelowdot	1ecb
ibreve	12d
icircumflex	ee
identical	2261
idiaeresis	ef
idotless	131
ifonlyif	21d4
igrave	ec
ihook	1ec9
imacron	12b
implies	21d2
includedin	2282
includes	2283
infinity	221e
integral	222b
intersection	2229
iogonek	12f
itilde	129
j	6a
jcircumflex	135
jot	2218
k	6b
kana_A	30a2
kana_CHI	30c1
kana_E	30a8
kana_FU	30d5
kana_HA	30cf
kana_HE	30d8
kana_HI	30d2
kana_HO	30db
kana_HU	30d5
kana_I	30a4
kana_KA	30ab
kana_KE	30b1
kana_KI	30ad
kana_KO	30b3
kana_KU	30af
kana_MA	30de
kana_ME	30e1
kana_MI	30df
kana_MO	30e2
kana_MU	30e0
kana_N	30f3
kana_NA	30ca
kana_NE	30cd
kana_NI	30cb
kana_NO	30ce
kana_NU	30cc
kana_O	30aa
kana_RA	30e9
kana_RE	30ec
kana_RI	30ea
kana_RO	30ed
kana_RU	30eb
kana_SA	30b5
kana_SE	30bb
kana_SHI	30b7
kana_SO	30bd
kana_SU	30b9
kana_TA	30bf
kana_TE	30c6
kana_TI	30c1
kana_TO	30c8
kana_TSU	30c4
kana_TU	30c4
kana_U	30a6
kana_WA	30ef
kana_WO	30f2
kana_YA	30e4
kana_YO	30e8
kana_YU	30e6
kana_a	30a1
kana_closingbracket	300d
kana_comma	3001
kana_conjunctive	30fb
kana_e	30a7
kana_fullstop	3002
kana_i	30a3
kana_middledot	30fb
kana_o	30a9
kana_openingbracket	300c
kana_switch	-
kana_tsu	30c3
kana_tu	30c3
kana_u	30a5
kana_ya	30e3
kana_yo	30e7
kana_yu	30e5
kappa	138
kcedilla	137
kra	138
l	6c
lacute	13a
latincross	271d
lbelowdot	1e37
lcaron	13e
lcedilla	13c
leftanglebracket	27e8
leftarrow	2190
leftcaret	3c
leftdoublequotemark	201c
leftmiddlecurlybrace	23a8
leftopentriangle	25c1
leftpointer	261c
leftradical	23b7
leftshoe	2282
leftsinglequotemark	2018
leftt	251c
lefttack	22a3
less	3c
lessthanequal	2264
lf	240a
lira	-
logicaland	2227
logicalor	2228
longminus	-
lowleftcorner	2514
lowrightcorner	2518
lstroke	142
m	6d
mabovedot	1e41
macron	af
malesymbol	2642
maltesecross	2720
marker	-
masculine	ba
minus	2d
minutes	2032
mu	b5
multiply	d7
musicalflat	266d
musicalsharp	266f
mute_acute	-
mute_asciicircum	-
mute_asciitilde	-
mute_diaeresis	-
mute_grave	-
n	6e
nabla	2207
nacute	144
ncaron	148
ncedilla	146
ninesubscript	2089
ninesuperior	2079
nl	2424
nobreakspace	a0
notapproxeq	2247
notelementof	2209
notequal	2260
notidentical	2262
notsign	ac
ntilde	f1
numbersign	23
numerosign	2116
o	6f
oacute	f3
obarred	275
obelowdot	1ecd
ocaron	1d2
ocircumflex	f4
ocircumflexacute	1ed1
ocircumflexbelowdot	1ed9
ocircumflexgrave	1ed3
ocircumflexhook	1ed5
ocircumflextilde	1ed7
odiaeresis	f6
odoubleacute	151
oe	153
ogonek	2db
ograve	f2
ohook	1ecf
ohorn	1a1
ohornacute	1edb
ohornbelowdot	1ee3
ohorngrave	1edd
ohornhook	1edf
ohorntilde	1ee1
omacron	14d
oneeighth	215b
onefifth	2155
onehalf	bd
onequarter	bc
onesixth	2159
onesubscript	2081
onesuperior	b9
onethird	2153
ooblique	f8
openrectbullet	25ad
openstar	2606
opentribulletdown	25bd
opentribulletup	25b3
ordfeminine	aa
ordmasculine	ba
osfActivate	-
osfAddMode	-
osfBackSpace	-
osfBackTab	-
osfBeginData	-
osfBeginLine	-
osfCancel	-
osfClear	-
osfCopy	-
osfCut	-
osfDelete	-
osfDeselectAll	-
osfDown	-
osfEndData	-
osfEndLine	-
osfEscape	-
osfExtend	-
osfHelp	-
osfInsert	-
osfLeft	-
osfMenu	-
osfMenuBar	-
osfNextField	-
osfNextMenu	-
osfPageDown	-
osfPageLeft	-
osfPageRight	-
osfPageUp	-
osfPaste	-
osfPrevField	-
osfPrevMenu	-
osfPrimaryPaste	-
osfQuickPaste	-
osfReselect	-
osfRestore	-
osfRight	-
osfSelect	-
osfSelectAll	-
osfUndo	-
osfUp	-
oslash	f8
otilde	f5
overbar	af
overline	203e
p	70
pabovedot	1e57
paragraph	b6
parenleft	28
parenright	29
partdifferential	2202
partialderivative	2202
percent	25
period	2e
periodcentered	b7
permille	2030
phonographcopyright	2117
plus	2b
plusminus	b1
prescription	211e
prolongedsound	30fc
punctspace	2008
q	71
quad	2395
question	3f
questiondown	bf
quotedbl	22
quoteleft	60
quoteright	27
r	72
racute	155
radical	221a
rcaron	159
rcedilla	157
registered	ae
rightanglebracket	27e9
rightarrow	2192
rightcaret	3e
rightdoublequotemark	201d
rightmiddlecurlybrace	23ac
rightmiddlesummation	-
rightopentriangle	25b7
rightpointer	261e
rightshoe	2283
rightsinglequotemark	2019
rightt	2524
righttack	22a2
s	73
sabovedot	1e61
sacute	15b
scaron	161
scedilla	15f
schwa	259
scircumflex	15d
script_switch	-
seconds	2033
section	a7
semicolon	3b
semivoicedsound	309c
seveneighths	215e
sevensubscript	2087
sevensuperior	2077
signaturemark	2613
signifblank	2423
similarequal	2243
singlelowquotemark	201a
sixsubscript	2086
sixsuperior	2076
slash	2f
soliddiamond	25c6
space	20
squareroot	221a
ssharp	df
sterling	a3
stricteq	2263
t	74
tabovedot	1e6b
tcaron	165
tcedilla	163
telephone	260e
telephonerecorder	2315
therefore	2234
thinspace	2009
thorn	fe
threeeighths	215c
threefifths	2157
threequarters	be
threesubscript	2083
threesuperior	b3
tintegral	222d
topintegral	2320
topleftparens	239b
topleftradical	250c
topleftsqbracket	23a1
topleftsummation	-
toprightparens	239e
toprightsqbracket	23a4
toprightsummation	-
topt	252c
topvertsummationconnector	-
trademark	2122
trademarkincircle	-
tslash	167
twofifths	2156
twosubscript	2082
twosuperior	b2
twothirds	2154
u	75
uacute	fa
ubelowdot	1ee5
ubreve	16d
ucircumflex	fb
udiaeresis	fc
udoubleacute	171
ugrave	f9
uhook	1ee7
uhorn	1b0
uhornacute	1ee9
uhornbelowdot	1ef1
uhorngrave	1eeb
uhornhook	1eed
uhorntilde	1eef
umacron	16b
underbar	5f
underscore	5f
union	222a
uogonek	173
uparrow	2191
upcaret	2227
upleftcorner	250c
uprightcorner	2510
upshoe	2229
upstile	2308
uptack	22a5
uring	16f
utilde	169
v	76
variation	221d
vertbar	2502
vertconnector	2502
voicedsound	309b
vt	240b
w	77
wacute	1e83
wcircumflex	175
wdiaeresis	1e85
wgrave	1e81
x	78
xabovedot	1e8b
y	79
